,pk,popularity,title,vote_count,vote_average,genres,director,genres_literal,weighted_vote
298,72105,156.683,19곰 테드,,6.4,"['Comedy', 'Fantasy']",Sheila Jaffe,Comedy Fantasy,
299,425,156.474,아이스 에이지,,7.3,"['Animation', 'Comedy', 'Family', 'Adventure']",David Silverman,Animation Comedy Family Adventure,
300,706972,144.319,나르코 서브,,6.7,"['Action', 'Drama', 'Crime']",Shawn Welling,Action Drama Crime,
301,588921,137.023,아인보: 스피릿 오브 디 아마존,,7.0,"['Adventure', 'Animation', 'Family', 'Fantasy']",Ned Lott,Adventure Animation Family Fantasy,
302,675024,113.104,El Exorcismo de Carmen Farías,,6.2,['Horror'],David Torres,Horror,
303,826749,254.793,포트리스,,6.2,"['Crime', 'Action', 'Thriller']",George Furla,Crime Action Thriller,
304,522478,130.064,피터 래빗 2: 파 프롬 가든,,7.3,"['Family', 'Comedy', 'Adventure', 'Animation', 'Fantasy']",Roger Ford,Family Comedy Adventure Animation Fantasy,
305,511809,141.773,웨스트 사이드 스토리,,7.2,"['Drama', 'Romance', 'Crime']",Steven Spielberg,Drama Romance Crime,
306,337339,189.274,분노의 질주: 더 익스트림,,6.9,"['Action', 'Crime', 'Thriller']",Harry Cohen,Action Crime Thriller,
307,763148,136.752,타임 이즈 업,,6.3,"['Romance', 'Drama']",Elisa Amoruso,Romance Drama,
308,631132,253.063,고블린 슬레이어 -GOBLIN'S CROWN-,,7.6,"['Animation', 'Adventure', 'Action', 'Fantasy']",Hideyuki Kurata,Animation Adventure Action Fantasy,
309,805411,160.913,디센던츠: 로얄 웨딩,,7.1,"['TV Movie', 'Animation', 'Comedy', 'Family', 'Drama']",Sara Parriott,TV Movie Animation Comedy Family Drama,
310,623135,131.528,싱크홀,,7.1,"['Comedy', 'Drama']",Shin Min-kyung,Comedy Drama,
311,863,154.079,토이 스토리 2,,7.6,"['Animation', 'Comedy', 'Family']",Andrew Stanton,Animation Comedy Family,
312,550205,134.531,위시 드래곤,,8.1,"['Animation', 'Family', 'Comedy', 'Fantasy']",Aron Warner,Animation Family Comedy Fantasy,
313,22894,141.729,리전,,5.8,"['Horror', 'Action', 'Fantasy']",Wendy Partridge,Horror Action Fantasy,
314,10195,145.561,토르: 천둥의 신,,6.8,"['Adventure', 'Fantasy', 'Action']",Paul Rubell,Adventure Fantasy Action,
315,337401,143.133,뮬란,,7.0,"['Adventure', 'Fantasy', 'Drama']",Chris Bender,Adventure Fantasy Drama,
316,505262,154.335,나의 히어로 아카데미아 더 무비: 두 명의 히어로,,8.0,"['Animation', 'Action', 'Adventure', 'Fantasy']",Masafumi Mima,Animation Action Adventure Fantasy,
317,962697,178.576,우리의 아버지,,6.8,"['Documentary', 'Crime']",Jason Blum,Documentary Crime,
318,823609,155.1,Monster Family 2,,7.0,"['Animation', 'Family']",Stephan Mallmann,Animation Family,
319,32657,137.637,퍼시 잭슨과 번개도둑,,6.2,"['Adventure', 'Fantasy', 'Family']",Janet Hirshenson,Adventure Fantasy Family,
320,348893,139.681,보이카: 언디스퓨티드 파이널,,7.0,"['Action', 'Drama']",Boaz Davidson,Action Drama,
321,529106,152.463,메이저 그롬: 플레이그 닥터,,6.7,"['Action', 'Adventure']",Michael Kitaev,Action Adventure,
322,850818,177.733,"바비: 빅 시티, 빅 드림스",,7.1,"['Animation', 'Music', 'Family']",Christopher Keenan,Animation Music Family,
323,102382,152.744,어메이징 스파이더맨 2,,6.5,"['Action', 'Adventure', 'Fantasy']",Hans Zimmer,Action Adventure Fantasy,
324,836009,147.906,얼어버린 시간 속에서,,6.9,"['Drama', 'Adventure', 'History']",Nikolaj Coster-Waldau,Drama Adventure History,
325,604822,121.077,뱅가드,,6.3,"['Action', 'Adventure', 'Crime']",Stanley Tong,Action Adventure Crime,
326,634528,132.881,마크맨,,7.0,"['Action', 'Thriller', 'Crime', 'Adventure']",Robert Lorenz,Action Thriller Crime Adventure,
327,122917,133.436,호빗: 다섯 군대 전투,,7.3,"['Action', 'Adventure', 'Fantasy']",Howard Shore,Action Adventure Fantasy,
328,676840,151.488,El amarre,,7.1,['Horror'],Simon Boswell,Horror,
329,420821,241.144,칩과 데일: 다람쥐 구조대,,7.3,"['Animation', 'Family', 'Comedy', 'Adventure', 'Mystery']",Martin Klebba,Animation Family Comedy Adventure Mystery,
330,330457,134.022,겨울왕국 2,,7.3,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",Christophe Beck,Family Animation Adventure Comedy Fantasy,
331,335983,147.053,베놈,,6.8,"['Science Fiction', 'Action']",John Papsidera,Science Fiction Action,
332,743439,129.218,PAW Patrol: Jet To The Rescue,,7.0,"['Family', 'Animation']",Charles E. Bastien,Family Animation,
333,481848,105.658,콜 오브 와일드,,7.6,"['Adventure', 'Family', 'Drama']",James Mangold,Adventure Family Drama,
334,384018,150.15,분노의 질주: 홉스 & 쇼,,6.9,"['Action', 'Adventure', 'Comedy']",Jason Statham,Action Adventure Comedy,
335,641501,117.882,나는 어떻게 슈퍼히어로가 되었는가,,6.2,"['Science Fiction', 'Adventure', 'Mystery', 'Action', 'Thriller', 'Fantasy', 'Comedy']",Alain Attal,Science Fiction Adventure Mystery Action Thriller Fantasy Comedy,
336,597,144.565,타이타닉,,7.9,"['Drama', 'Romance']",Christopher Boyes,Drama Romance,
337,843906,169.034,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,,8.2,"['Animation', 'Comedy', 'Mystery', 'Family', 'Fantasy']",Joseph Barbera,Animation Comedy Mystery Family Fantasy,
338,39254,146.107,리얼 스틸,,6.9,"['Action', 'Science Fiction', 'Drama']",Robert Zemeckis,Action Science Fiction Drama,
339,899082,168.167,해리 포터 20주년: 리턴 투 호그와트,,7.8,['Documentary'],David Heyman,Documentary,
340,259693,123.971,컨저링 2,,7.3,"['Horror', 'Thriller']",Don Burgess,Horror Thriller,
341,767304,145.538,리뎀션 데이,,6.2,['Action'],Nancy Foy,Action,
342,882206,166.489,LOL 서프라이즈: 더 무비,,6.9,"['Animation', 'Family']",Julia Prescott,Animation Family,
343,809,153.902,슈렉 2,,7.2,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Adventure']",Ted Elliott,Animation Family Comedy Fantasy Adventure,
344,845222,165.463,킹덤: 아신전,,7.5,"['Drama', 'Fantasy', 'Thriller']",Dalpalan,Drama Fantasy Thriller,
345,1726,139.82,아이언맨,,7.6,"['Action', 'Science Fiction', 'Adventure']",Hans Zimmer,Action Science Fiction Adventure,
346,845404,164.117,마디아 홈커밍,,6.9,['Comedy'],Kim Coleman,Comedy,
347,3933,118.039,유령 신부,,7.5,"['Romance', 'Fantasy', 'Animation']",Tim Burton,Romance Fantasy Animation,
348,741074,113.601,올라프의 탄생,,6.9,"['Animation', 'Family', 'Comedy', 'Fantasy']",Christophe Beck,Animation Family Comedy Fantasy,
349,618162,168.174,더 하더 데이 폴,,6.7,['Western'],Lawrence Bender,Western,
350,68726,131.409,퍼시픽 림,,6.8,"['Action', 'Science Fiction', 'Adventure']",David Cronenberg,Action Science Fiction Adventure,
351,672322,161.993,바람의 검심 최종장: 더 비기닝,,7.8,"['Action', 'Adventure', 'Drama']",Keishi Ōtomo,Action Adventure Drama,
352,772436,154.189,Matando Cabos 2: La Máscara del Máscara,,7.8,"['Action', 'Comedy', 'Adventure']",Alejandro Lozano,Action Comedy Adventure,
353,34433,133.136,드래곤볼 Z: 불타올라라!! 열전 열전 초격전! (구극장판 8기),,7.2,"['Animation', 'Science Fiction', 'Action']",Akira Toriyama,Animation Science Fiction Action,
354,787310,226.407,데스위시 더 게임,,5.9,"['Action', 'Thriller', 'Crime']",Randall Emmett,Action Thriller Crime,
355,630004,127.203,웨이 다운,,7.0,"['Crime', 'Action', 'Thriller']",Freddie Highmore,Crime Action Thriller,
356,2062,120.06,라따뚜이,,7.8,"['Animation', 'Comedy', 'Family', 'Fantasy']",Andrew Stanton,Animation Comedy Family Fantasy,
357,864390,160.801,Mickey and Minnie Wish Upon a Christmas,,6.9,['Animation'],Rob LaDuca,Animation,
358,228150,137.219,퓨리,,7.5,"['War', 'Drama', 'Action']",Brad Pitt,War Drama Action,
359,930701,160.433,"Sex, Shame and Tears 2",,4.5,"['Comedy', 'Drama']",Jorge Salinas,Comedy Drama,
360,890322,160.309,벚꽃 같은 나의 연인,,8.0,"['Romance', 'Drama']",Yoshihiro Fukagawa,Romance Drama,
361,592508,224.074,수리아반시,,5.8,"['Action', 'Crime', 'Thriller']",Akshay Kumar,Action Crime Thriller,
362,785538,125.19,7명의 포로,,7.1,"['Drama', 'Crime']",Fernando Meirelles,Drama Crime,
363,740925,119.232,아무도 살아서 나갈 수 없다,,6.0,"['Horror', 'Thriller', 'Mystery']",Andy Serkis,Horror Thriller Mystery,
364,825997,158.649,레드 아워,,6.1,"['Action', 'Thriller']",Jon Keeyes,Action Thriller,
365,527641,134.686,파이브 피트,,8.3,"['Romance', 'Drama']",Walter Spencer,Romance Drama,
366,790142,148.867,로열 트리트먼트,,6.7,"['Romance', 'Comedy']",Barbara Darragh,Romance Comedy,
367,50014,108.408,헬프,,8.2,['Drama'],Thomas Newman,Drama,
368,260514,130.187,카 3: 새로운 도전,,6.8,"['Animation', 'Adventure', 'Comedy', 'Family']",Bob Peterson,Animation Adventure Comedy Family,
369,831405,110.001,인저스티스,,7.7,"['Animation', 'Science Fiction', 'Fantasy', 'Action']",Michael Uslan,Animation Science Fiction Fantasy Action,
370,656991,216.959,와일드 인디언,,6.2,"['Crime', 'Drama', 'Thriller']",Jesse Eisenberg,Crime Drama Thriller,
371,14161,143.274,2012,,5.8,"['Action', 'Adventure', 'Science Fiction']",Larry J. Franco,Action Adventure Science Fiction,
372,871964,156.52,그 숲에선 누구도 잠들 수 없다 2,,4.1,"['Horror', 'Thriller', 'Comedy']",Bartosz M. Kowalski,Horror Thriller Comedy,
373,630586,110.015,데드 캠프: 리부트,,6.0,"['Horror', 'Thriller']",Robert Kulzer,Horror Thriller,
374,72190,163.808,월드워Z,,6.8,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",Brad Pitt,Action Drama Horror Science Fiction Thriller,
375,503736,114.336,아미 오브 더 데드,,6.3,"['Action', 'Crime', 'Horror', 'Thriller']",John Papsidera,Action Crime Horror Thriller,
376,22832,115.382,닌자 어쌔신,,6.5,['Action'],Lucinda Syson,Action,
377,574060,170.329,건파우더 밀크셰이크,,6.4,"['Action', 'Crime', 'Thriller']",Manfred Banach,Action Crime Thriller,
378,597316,119.905,극장판 마이 리틀 포니: 새로운 희망,,7.9,"['Animation', 'Family', 'Fantasy', 'Comedy', 'Music', 'Adventure']",Tim Sullivan,Animation Family Fantasy Comedy Music Adventure,
379,278,64.239,쇼생크 탈출,,8.7,"['Drama', 'Crime']",Thomas Newman,Drama Crime,
380,19404,15.983,용감한 자가 신부를 데려가리,,8.7,"['Comedy', 'Drama', 'Romance']",Farah Khan,Comedy Drama Romance,
381,238,63.372,대부,,8.7,"['Drama', 'Crime']",Francis Ford Coppola,Drama Crime,
382,424,45.515,쉰들러 리스트,,8.6,"['Drama', 'History', 'War']",John Williams,Drama History War,
383,240,44.701,대부 2,,8.6,"['Drama', 'Crime']",Walter Murch,Drama Crime,
384,667257,25.685,Cosas imposibles,,8.6,"['Family', 'Drama']",Jorge Macaya,Family Drama,
385,545611,244.275,에브리씽 에브리웨어 올 앳 원스,,8.6,"['Action', 'Adventure', 'Science Fiction', 'Comedy']",Sarah Halley Finn,Action Adventure Science Fiction Comedy,
386,372754,10.701,동급생,,8.6,"['Romance', 'Animation']",Shigeru Nishiyama,Romance Animation,
387,129,75.328,센과 치히로의 행방불명,,8.5,"['Animation', 'Family', 'Fantasy']",Hayao Miyazaki,Animation Family Fantasy,
388,372058,188.175,너의 이름은.,,8.5,"['Romance', 'Animation', 'Drama']",Takeshi Inamura,Romance Animation Drama,
389,696374,9.167,가브리엘의 지옥,,8.5,['Romance'],Tosca Musk,Romance,
390,724089,11.83,가브리엘의 지옥 파트 2,,8.5,['Romance'],Denis Maloney,Romance,
391,496243,65.863,기생충,,8.5,"['Comedy', 'Thriller', 'Drama']",Bong Joon-ho,Comedy Thriller Drama,
392,389,17.834,12명의 성난 사람들,,8.5,['Drama'],Henry Fonda,Drama,
393,497,70.986,그린 마일,,8.5,"['Fantasy', 'Drama', 'Crime']",Thomas Newman,Fantasy Drama Crime,
394,155,82.114,다크 나이트,,8.5,"['Drama', 'Action', 'Crime', 'Thriller']",Lucinda Syson,Drama Action Crime Thriller,
395,761053,22.605,Gabriel's Inferno: Part III,,8.5,"['Romance', 'Comedy']",Tosca Musk,Romance Comedy,
396,533514,21.604,극장판 바이올렛 에버가든,,8.5,"['Animation', 'Fantasy', 'Romance', 'Drama']",Reiko Yoshida,Animation Fantasy Romance Drama,
397,680,48.552,펄프 픽션,,8.5,"['Thriller', 'Crime']",Quentin Tarantino,Thriller Crime,
398,429,35.265,석양에 돌아오다,,8.5,['Western'],Gray Frederickson,Western,
399,122,98.561,반지의 제왕: 왕의 귀환,,8.5,"['Adventure', 'Fantasy', 'Action']",Barrie M. Osborne,Adventure Fantasy Action,
400,730154,56.914,유어 아이즈 텔,,8.5,"['Romance', 'Drama']",Mitsuru Komiyama,Romance Drama,
401,13,50.883,포레스트 검프,,8.5,"['Comedy', 'Drama', 'Romance']",Alan Silvestri,Comedy Drama Romance,
402,11216,17.268,시네마 천국,,8.5,"['Drama', 'Romance']",Ennio Morricone,Drama Romance,
403,346,19.001,7인의 사무라이,,8.5,"['Action', 'Drama']",Akira Kurosawa,Action Drama,
404,652837,19.269,"조제, 호랑이 그리고 물고기들",,8.5,"['Animation', 'Drama', 'Romance']",Masahiko Minami,Animation Drama Romance,
405,769,27.93,좋은 친구들,,8.5,"['Drama', 'Crime']",Martin Scorsese,Drama Crime,
406,637,38.567,인생은 아름다워,,8.5,"['Comedy', 'Drama']",John Davis,Comedy Drama,
407,311,23.479,원스 어폰 어 타임 인 아메리카,,8.4,"['Drama', 'Crime']",Arnon Milchan,Drama Crime,
408,40096,8.367,어 독스 윌,,8.4,"['Comedy', 'Drama', 'Fantasy', 'Adventure']",Daniel Filho,Comedy Drama Fantasy Adventure,
409,14537,11.57,하라키리,,8.4,"['Action', 'Drama', 'History']",Shinobu Hashimoto,Action Drama History,
410,539,29.685,싸이코,,8.4,"['Horror', 'Drama', 'Thriller']",Bernard Herrmann,Horror Drama Thriller,
411,12477,0.6,반딧불이의 묘,,8.4,"['Animation', 'Drama', 'War']",Isao Takahata,Animation Drama War,
412,510,25.098,뻐꾸기 둥지 위로 날아간 새,,8.4,['Drama'],Jane Feinberg,Drama,
413,550,52.987,파이트 클럽,,8.4,['Drama'],Arnon Milchan,Drama,
414,378064,114.122,목소리의 형태,,8.4,"['Animation', 'Drama', 'Romance']",Roger Daltrey,Animation Drama Romance,
415,324857,112.62,스파이더맨: 뉴 유니버스,,8.4,"['Action', 'Adventure', 'Animation', 'Science Fiction']",Stan Lee,Action Adventure Animation Science Fiction,
416,283566,202.762,에반게리온 3.0+1.01,,8.4,"['Animation', 'Action', 'Science Fiction', 'Drama']",Shiro Sagisu,Animation Action Science Fiction Drama,
417,598,32.487,시티 오브 갓,,8.4,"['Drama', 'Crime']",Fernando Meirelles,Drama Crime,
418,255709,11.579,소원,,8.4,['Drama'],Kim Sang-bum,Drama,
419,4935,72.398,하울의 움직이는 성,,8.4,"['Fantasy', 'Animation', 'Adventure']",John Lasseter,Fantasy Animation Adventure,
420,92321,0.6,반딧불이의 숲으로,,8.4,"['Romance', 'Animation', 'Fantasy']",Eiko Morikawa,Romance Animation Fantasy,
421,18491,32.034,신세기 에반게리온 엔드 오브 에반게리온,,8.4,"['Drama', 'Science Fiction', 'Animation', 'Action']",Mitsuhisa Ishikawa,Drama Science Fiction Animation Action,
422,1891,27.035,스타워즈 에피소드 5: 제국의 역습,,8.4,"['Adventure', 'Action', 'Science Fiction']",George Lucas,Adventure Action Science Fiction,
423,599,14.584,선셋 대로,,8.4,['Drama'],Franz Waxman,Drama,
424,441130,15.427,울프워커스,,8.4,"['Animation', 'Family', 'Adventure', 'Fantasy']",Darren T. Holmes,Animation Family Adventure Fantasy,
425,120,109.085,반지의 제왕: 반지 원정대,,8.4,"['Adventure', 'Fantasy', 'Action']",Barrie M. Osborne,Adventure Fantasy Action,
426,704264,26.478,Primal: Tales of Savagery,,8.4,"['Action', 'Adventure', 'Animation']",Genndy Tartakovsky,Action Adventure Animation,
427,423,28.744,피아니스트,,8.4,"['Drama', 'War']",Celestia Fox,Drama War,
428,244786,47.993,위플래쉬,,8.4,"['Drama', 'Music']",Terri Taylor,Drama Music,
429,73,29.921,아메리칸 히스토리 X,,8.4,['Drama'],Steve Tisch,Drama,
430,157336,126.628,인터스텔라,,8.4,"['Adventure', 'Drama', 'Science Fiction']",Hans Zimmer,Adventure Drama Science Fiction,
431,635302,1020.513,귀멸의 칼날 극장판 무한열차편,,8.4,"['Animation', 'Action', 'Adventure', 'Fantasy']",Kazuo Ebisawa,Animation Action Adventure Fantasy,
432,121,133.173,반지의 제왕: 두 개의 탑,,8.4,"['Adventure', 'Fantasy', 'Action']",Barrie M. Osborne,Adventure Fantasy Action,
433,567,15.81,이창,,8.4,"['Thriller', 'Mystery']",Alfred Hitchcock,Thriller Mystery,
434,12493,10.615,천국과 지옥,,8.4,"['Crime', 'Drama', 'Mystery', 'Thriller']",Akira Kurosawa,Crime Drama Mystery Thriller,
435,901,10.508,시티 라이트,,8.4,"['Comedy', 'Drama', 'Romance']",Charles D. Hall,Comedy Drama Romance,
436,3782,9.74,이키루,,8.4,['Drama'],Akira Kurosawa,Drama,
437,644479,17.685,Dedicada A Mi Ex,,8.4,"['Drama', 'Comedy']",Nataly Valencia,Drama Comedy,
438,914,18.875,위대한 독재자,,8.4,"['Comedy', 'War']",Jack Cosgrove,Comedy War,
439,27205,109.327,인셉션,,8.4,"['Action', 'Science Fiction', 'Adventure']",Hans Zimmer,Action Science Fiction Adventure,
440,632632,214.953,기븐 극장판,,8.4,"['Animation', 'Drama', 'Music', 'Romance']",Naoki Serizawa,Animation Drama Music Romance,
441,572154,132.002,청춘 돼지는 꿈꾸는 소녀의 꿈을 꾸지 않는다,,8.4,"['Animation', 'Comedy', 'Romance', 'Drama', 'Fantasy']",Masahiro Yokotani,Animation Comedy Romance Drama Fantasy,
442,807,43.18,세븐,,8.3,"['Crime', 'Mystery', 'Thriller']",Suzanne Smith,Crime Mystery Thriller,
443,128,40.44,모노노케 히메,,8.3,"['Adventure', 'Fantasy', 'Animation']",Hayao Miyazaki,Adventure Fantasy Animation,
444,25237,14.07,컴 앤 씨,,8.3,"['Drama', 'History', 'War']",Alexey Rodionov,Drama History War,
445,274,11.459,양들의 침묵,,8.3,"['Crime', 'Drama', 'Thriller']",Howard Shore,Crime Drama Thriller,
446,3082,13.416,모던 타임즈,,8.3,"['Comedy', 'Drama']",Charles D. Hall,Comedy Drama,
447,592350,348.47,나의 히어로 아카데미아 더 무비: 히어로즈 라이징,,8.3,"['Animation', 'Action', 'Fantasy', 'Adventure']",Masafumi Mima,Animation Action Fantasy Adventure,
448,207,29.785,죽은 시인의 사회,,8.3,['Drama'],Howard Feuer,Drama,
449,527641,134.686,파이브 피트,,8.3,"['Romance', 'Drama']",Walter Spencer,Romance Drama,
450,101,43.452,레옹,,8.3,"['Crime', 'Drama', 'Action']",Luc Besson,Crime Drama Action,
451,556574,12.072,해밀턴,,8.3,"['History', 'Drama']",Declan Quinn,History Drama,
452,618344,39.441,저스티스 리그 다크: 아포콜립스 워,,8.3,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']",Bob Kane,Animation Action Adventure Fantasy Science Fiction,
453,575813,20.39,소년시절의 너,,8.3,['Drama'],Peter Chan,Drama,
454,630566,27.87,클라우즈,,8.3,"['Music', 'Drama', 'Romance']",Brian Tyler,Music Drama Romance,
455,335,15.142,옛날 옛적 서부에서,,8.3,"['Drama', 'Western']",Ennio Morricone,Drama Western,
456,975,11.614,영광의 길,,8.3,"['Drama', 'War']",Stanley Kubrick,Drama War,
457,18148,9.446,동경 이야기,,8.3,['Drama'],Shôhei Imamura,Drama,
458,105,53.896,빽 투 더 퓨쳐,,8.3,"['Adventure', 'Comedy', 'Science Fiction', 'Family']",Alan Silvestri,Adventure Comedy Science Fiction Family,
459,447362,62.374,우리의 마지막 1년,,8.3,"['Drama', 'Romance']",Will Smith,Drama Romance,
460,532067,246.994,이 멋진 세계에 축복을! 붉은 전설,,8.3,"['Animation', 'Adventure', 'Comedy', 'Fantasy']",Tooru Yoshida,Animation Adventure Comedy Fantasy,
461,16672,8.614,모래의 여자,,8.3,"['Drama', 'Thriller']",Toru Takemitsu,Drama Thriller,
462,42269,7.177,우리는 그토록 사랑했네,,8.3,"['Drama', 'Comedy']",Agenore Incrocci,Drama Comedy,
463,537061,35.348,스티븐 유니버스: 더 무비,,8.3,"['Animation', 'Family', 'Fantasy', 'Music', 'TV Movie', 'Science Fiction']",Chance the Rapper,Animation Family Fantasy Music TV Movie Science Fiction,
464,299534,272.37,어벤져스: 엔드게임,,8.3,"['Adventure', 'Science Fiction', 'Action']",Alan Silvestri,Adventure Science Fiction Action,
465,28,21.766,지옥의 묵시록,,8.3,"['Drama', 'War']",Walter Murch,Drama War,
466,791373,274.272,잭 스나이더의 저스티스 리그,,8.3,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Charles Roven,Action Adventure Fantasy Science Fiction,
467,265177,14.104,마미,,8.3,['Drama'],Mike Chute,Drama,
468,10376,11.983,피아니스트의 전설,,8.3,"['Drama', 'Music', 'Romance']",Ennio Morricone,Drama Music Romance,
469,637920,40.171,7번방의 기적,,8.3,"['Drama', 'Comedy', 'Family']",Kim Woo-taek,Drama Comedy Family,
470,522924,28.531,레이싱 인 더 레인,,8.3,"['Comedy', 'Drama', 'Romance']",Monique Prudhomme,Comedy Drama Romance,
471,10494,19.728,퍼펙트 블루,,8.3,"['Animation', 'Thriller']",Hisao Shirai,Animation Thriller,
472,29259,8.214,구멍,,8.3,"['Crime', 'Drama', 'Thriller', 'History']",Georges Charlot,Crime Drama Thriller History,
473,508965,21.659,클라우스,,8.3,"['Animation', 'Family', 'Adventure', 'Comedy']",Matthew Jon Beck,Animation Family Adventure Comedy,
474,797,12.393,페르소나,,8.3,['Drama'],Ingmar Bergman,Drama,
475,290098,38.497,아가씨,,8.3,"['Thriller', 'Drama', 'Romance']",Park Chan-wook,Thriller Drama Romance,
476,670,30.952,올드보이,,8.3,"['Drama', 'Thriller', 'Mystery', 'Action']",Park Chan-wook,Drama Thriller Mystery Action,
477,299536,407.714,어벤져스: 인피니티 워,,8.3,"['Adventure', 'Action', 'Science Fiction']",Alan Silvestri,Adventure Action Science Fiction,
478,5156,11.912,자전거 도둑,,8.3,['Drama'],Giuseppe Amato,Drama,
479,110420,36.789,늑대아이,,8.3,"['Animation', 'Drama', 'Family', 'Fantasy']",Shigeru Nishiyama,Animation Drama Family Fantasy,
480,77338,77.267,언터처블: 1%의 우정,,8.3,"['Drama', 'Comedy']",Olivia Bloch-Lainé,Drama Comedy,
481,526702,9.796,블랙 뷰티,,8.3,['Drama'],Jeremy Bolt,Drama,
482,1585,29.987,멋진 인생,,8.3,"['Drama', 'Family', 'Fantasy']",Frank Capra,Drama Family Fantasy,
483,8587,171.39,라이온 킹,,8.3,"['Family', 'Animation', 'Drama']",Mark A. Mangini,Family Animation Drama,
484,24188,7.605,이지 라이프,,8.3,"['Drama', 'Comedy']",Alfio Contini,Drama Comedy,
485,755812,221.293,"미라큘러스 월드 : 뉴욕, 하나 된 영웅들",,8.3,"['Animation', 'Family', 'Comedy', 'Adventure', 'TV Movie']",Sébastien Thibaudeau,Animation Family Comedy Adventure TV Movie,
486,476292,77.925,이별의 아침에 약속의 꽃을 장식하자,,8.3,"['Animation', 'Fantasy', 'Romance', 'Drama']",Michiya Kato,Animation Fantasy Romance Drama,
487,610892,14.684,바이올렛 에버가든 외전: 영원과 자동수기인형,,8.3,"['Drama', 'Fantasy', 'Animation']",Reiko Yoshida,Drama Fantasy Animation,
488,504253,60.989,너의 췌장을 먹고 싶어,,8.3,"['Animation', 'Drama', 'Romance', 'Family']",Satoko Sudo,Animation Drama Romance Family,
489,1398,14.212,잠입자,,8.2,"['Science Fiction', 'Drama']",Andrei Tarkovsky,Science Fiction Drama,
490,20532,7.202,산쇼다유,,8.2,['Drama'],Masaichi Nagata,Drama,
491,664767,40.687,모탈 컴뱃 레전드: 스콜피온의 복수,,8.2,"['Animation', 'Action', 'Fantasy']",Ed Boon,Animation Action Fantasy,
492,490132,29.026,그린 북,,8.2,"['Drama', 'Comedy']",John Sloss,Drama Comedy,
493,313106,12.763,닥터 후: 닥터의 날,,8.2,"['Science Fiction', 'Adventure']",Andy Pryor,Science Fiction Adventure,
494,37257,11.566,검찰 측 증인,,8.2,"['Drama', 'Mystery', 'Crime']",Billy Wilder,Drama Mystery Crime,
495,422,13.931,8과 1/2,,8.2,"['Fantasy', 'Drama']",Nino Rota,Fantasy Drama,
496,663558,68.63,신신방: 나타중생,,8.2,"['Animation', 'Action', 'Fantasy']",Mu Chuan Chen,Animation Action Fantasy,
497,284,16.781,아파트 열쇠를 빌려드립니다,,8.2,"['Comedy', 'Drama', 'Romance']",John Williams,Comedy Drama Romance,
498,10098,12.1,키드,,8.2,"['Comedy', 'Drama']",Charles D. Hall,Comedy Drama,
499,26451,8.413,완전 범죄,,8.2,"['Drama', 'Thriller']",Ennio Morricone,Drama Thriller,
500,694,54.965,샤이닝,,8.2,"['Horror', 'Thriller']",Michael Lamont,Horror Thriller,
501,354912,210.974,코코,,8.2,"['Family', 'Animation', 'Fantasy', 'Music', 'Comedy', 'Adventure']",Lee Unkrich,Family Animation Fantasy Music Comedy Adventure,
502,2457,7.338,천국의 아이들,,8.2,"['Drama', 'Romance']",Raymond Borderie,Drama Romance,
503,185,35.943,시계태엽 오렌지,,8.2,"['Science Fiction', 'Drama']",Stanley Kubrick,Science Fiction Drama,
504,531428,15.963,타오르는 여인의 초상,,8.2,"['Drama', 'Romance']",Valérie Deloof,Drama Romance,
505,490,16.033,제7의 봉인,,8.2,"['Fantasy', 'Drama']",Katinka Faragó,Fantasy Drama,
506,470044,42.115,더 헤이트 유 기브,,8.2,"['Crime', 'Drama']",Doug Jackson,Crime Drama,
507,398818,88.918,콜 미 바이 유어 네임,,8.2,"['Romance', 'Drama']",James Ivory,Romance Drama,
508,426,15.909,현기증,,8.2,"['Mystery', 'Romance', 'Thriller']",Bernard Herrmann,Mystery Romance Thriller,
509,16869,80.3,바스터즈: 거친 녀석들,,8.2,"['Drama', 'Action', 'Thriller', 'War']",Quentin Tarantino,Drama Action Thriller War,
510,399106,12.288,파이퍼,,8.2,"['Family', 'Animation']",Andrew Stanton,Family Animation,
511,11,70.125,스타워즈 에피소드 4: 새로운 희망,,8.2,"['Adventure', 'Action', 'Science Fiction']",George Lucas,Adventure Action Science Fiction,
512,823754,7.145,보 번햄: 못 나가서 만든 쇼,,8.2,['Comedy'],Lorene Scafaria,Comedy,
513,640344,6.943,Me contro Te: Il film - La vendetta del Signor S,,8.2,"['Comedy', 'Family']",Davide Crippa,Comedy Family,
514,629,19.087,유주얼 서스펙트,,8.2,"['Drama', 'Crime', 'Thriller']",Sara Andrews,Drama Crime Thriller,
515,1124,27.239,프레스티지,,8.2,"['Drama', 'Mystery', 'Science Fiction']",Christopher Nolan,Drama Mystery Science Fiction,
516,98,49.334,글래디에이터,,8.2,"['Action', 'Drama', 'Adventure']",Hans Zimmer,Action Drama Adventure,
517,77,23.051,메멘토,,8.2,"['Mystery', 'Thriller']",Christopher Nolan,Mystery Thriller,
