,pk,popularity,title,vote_count,vote_average,genres,director,genres_literal,weighted_vote
87,299536,407.714,어벤져스: 인피니티 워,,8.3,"['Adventure', 'Action', 'Science Fiction']",Alan Silvestri,Adventure Action Science Fiction,
88,890656,470.483,벤전스,,5.4,"['Action', 'Crime', 'Fantasy']",Chris Lowenstein,Action Crime Fantasy,
89,337404,397.799,크루엘라,,8.2,"['Comedy', 'Crime', 'Adventure']",Glenn Close,Comedy Crime Adventure,
90,955971,458.173,허니문 위드 마이 마더,,6.2,['Comedy'],Juan Gordon,Comedy,
91,675445,352.033,퍼피 구조대 더 무비,,7.5,"['Animation', 'Family', 'Adventure', 'Comedy', 'Science Fiction']",Ruth Lambert,Animation Family Adventure Comedy Science Fiction,
92,840439,448.12,Tarsilinha,,5.0,['Animation'],Zeca Baleiro,Animation,
93,522016,587.077,355,,6.0,"['Action', 'Thriller']",Tim Maurice-Jones,Action Thriller,
94,508943,344.785,루카,,7.9,"['Animation', 'Comedy', 'Family', 'Fantasy']",Ennio Morricone,Animation Comedy Family Fantasy,
95,597208,474.658,나이트메어 앨리,,7.0,"['Crime', 'Drama', 'Thriller']",Guillermo del Toro,Crime Drama Thriller,
96,385128,321.073,분노의 질주: 더 얼티메이트,,7.3,"['Action', 'Crime', 'Thriller', 'Adventure']",Sanja Milković Hays,Action Crime Thriller Adventure,
97,829920,541.95,Fate/Grand Order -종국특이점 관위시간신전 솔로몬-,,6.5,"['Animation', 'Action', 'Adventure', 'Fantasy']",Yoshinori Shiozawa,Animation Action Adventure Fantasy,
98,840882,511.72,위크엔드 어웨이,,6.0,"['Thriller', 'Mystery']",Frank Gaeta,Thriller Mystery,
99,589761,327.928,체르노빌 1986,,6.1,"['Drama', 'History', 'Adventure']",Varvara Avdyushko,Drama History Adventure,
100,632357,280.652,더 언홀리,,6.8,['Horror'],Sam Raimi,Horror,
101,507086,328.119,쥬라기 월드: 도미니언,,0.0,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",Steven Spielberg,Adventure Action Science Fiction Thriller,
102,842052,414.011,Ecos de un crimen,,6.9,"['Thriller', 'Horror']",Ricardo Freixa,Thriller Horror,
103,928999,411.14,데스프릿 라이더즈,,6.1,"['Western', 'Action']",Christopher Roth,Western Action,
104,609972,344.228,파라노말 액티비티: 넥스트 오브 킨,,6.5,"['Horror', 'Mystery', 'Thriller']",Terri Taylor,Horror Mystery Thriller,
105,774741,286.287,윔피 키드,,6.4,"['Animation', 'Comedy', 'Family']",Brad Simpson,Animation Comedy Family,
106,811072,381.745,2,,5.4,"['Thriller', 'Horror']",Mar Targarona,Thriller Horror,
107,436969,327.838,더 수어사이드 스쿼드,,7.7,"['Action', 'Adventure', 'Fantasy']",Charles Roven,Action Adventure Fantasy,
108,516329,357.322,앤틀러스,,6.4,"['Drama', 'Horror', 'Mystery']",Ronna Kress,Drama Horror Mystery,
109,423108,278.357,컨저링 3: 악마가 시켰다,,7.6,"['Horror', 'Mystery', 'Thriller']",James Wan,Horror Mystery Thriller,
110,482321,347.271,고장난 론,,8.1,"['Animation', 'Science Fiction', 'Family', 'Comedy']",Sim Evan-Jones,Animation Science Fiction Family Comedy,
111,589754,260.415,Последний богатырь: Корень зла,,7.1,"['Fantasy', 'Adventure', 'Comedy']",George Kallis,Fantasy Adventure Comedy,
112,166426,302.625,캐리비안의 해적: 죽은 자는 말이 없다,,6.6,"['Adventure', 'Action', 'Fantasy']",Jerry Bruckheimer,Adventure Action Fantasy,
113,633802,256.131,다크 스펠,,6.7,"['Romance', 'Horror', 'Thriller']",Svyatoslav Podgaevsky,Romance Horror Thriller,
114,744,352.188,탑 건,,7.0,"['Action', 'Drama', 'Adventure']",Jerry Bruckheimer,Action Drama Adventure,
115,50468,307.271,닥터 스트레인지,,6.3,"['TV Movie', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']",William H. Tuntke,TV Movie Action Adventure Fantasy Science Fiction,
116,766907,517.5,아메리칸 저스티스,,5.8,"['Action', 'Thriller', 'Crime', 'Drama']",Richard Adrian,Action Thriller Crime Drama,
117,818647,313.477,스루 마이 윈도,,7.6,"['Romance', 'Drama']",Adrián Guerra,Romance Drama,
118,379686,283.329,스페이스 잼: 새로운 시대,,7.0,"['Family', 'Animation', 'Comedy', 'Science Fiction']",Kim Coleman,Family Animation Comedy Science Fiction,
119,803104,329.793,섹스 어필,,6.6,"['Comedy', 'Romance']",Mickey Liddell,Comedy Romance,
120,451048,261.156,정글 크루즈,,7.5,"['Action', 'Adventure', 'Fantasy']",David Lazan,Action Adventure Fantasy,
121,691683,326.829,열두 명의 웬수들,,6.3,"['Family', 'Comedy']",Troy Takaki,Family Comedy,
122,497698,312.457,블랙 위도우,,7.4,"['Action', 'Adventure', 'Science Fiction']",Scarlett Johansson,Action Adventure Science Fiction,
123,703771,264.695,데스스트록: 나이츠 앤 드래곤즈,,6.9,"['Animation', 'Action', 'Adventure', 'Science Fiction']",Chris Prynoski,Animation Action Adventure Science Fiction,
124,438631,291.494,듄,,7.9,"['Science Fiction', 'Adventure']",Eric Roth,Science Fiction Adventure,
125,399566,277.02,고질라 VS. 콩,,7.8,"['Action', 'Fantasy', 'Science Fiction']",Terry Rossio,Action Fantasy Science Fiction,
126,791373,274.272,잭 스나이더의 저스티스 리그,,8.3,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Charles Roven,Action Adventure Fantasy Science Fiction,
127,522402,270.099,핀치,,8.1,"['Science Fiction', 'Drama', 'Adventure']",Robert Zemeckis,Science Fiction Drama Adventure,
128,523936,330.368,이스케이프 큐브,,6.1,"['Horror', 'Science Fiction', 'Drama', 'Thriller']",Joël Jacovella,Horror Science Fiction Drama Thriller,
129,619979,274.602,딥 워터,,5.7,"['Drama', 'Mystery', 'Thriller']",Arnon Milchan,Drama Mystery Thriller,
130,820511,243.785,Ripper Untold,,6.4,['Horror'],Steven Lawson,Horror,
131,916740,330.676,브레이즌,,4.9,"['Thriller', 'Mystery', 'Drama']",Peter Guber,Thriller Mystery Drama,
132,24428,297.751,어벤져스,,7.7,"['Science Fiction', 'Action', 'Adventure']",Alan Silvestri,Science Fiction Action Adventure,
133,775943,206.331,Llanto Maldito,,4.7,"['Horror', 'Drama']",Andres Beltran,Horror Drama,
134,299534,272.37,어벤져스: 엔드게임,,8.3,"['Adventure', 'Science Fiction', 'Action']",Alan Silvestri,Adventure Science Fiction Action,
135,795514,456.642,폴아웃,,7.4,['Drama'],Richard Adrian,Drama,
136,744275,281.241,애프터: 관계의 함정,,7.1,"['Romance', 'Drama']",Jennifer Gibgot,Romance Drama,
137,910596,323.505,Run Gun,,5.1,"['Action', 'Thriller']",Christopher Borrelli,Action Thriller,
138,810693,266.835,극장판 주술회전 0,,7.8,"['Animation', 'Action', 'Adventure', 'Mystery']",Fuminori Kizaki,Animation Action Adventure Mystery,
139,303857,265.456,드래곤볼 Z - 부활의 'F',,6.8,"['Action', 'Animation', 'Science Fiction']",Akira Toriyama,Action Animation Science Fiction,
140,685274,325.07,기동전사 건담: 섬광의 하사웨이,,7.6,"['Animation', 'Action', 'Drama', 'Science Fiction']",Hiroyuki Okiura,Animation Action Drama Science Fiction,
141,811592,384.172,원샷,,6.8,['Action'],Peter Hampden,Action,
142,739413,374.145,마더/안드로이드,,5.8,"['Science Fiction', 'Thriller']",Matt Reeves,Science Fiction Thriller,
143,610150,239.928,드래곤볼 슈퍼: 슈퍼 히어로,,0.0,"['Animation', 'Science Fiction', 'Action']",Akira Toriyama,Animation Science Fiction Action,
144,527774,222.462,라야와 마지막 드래곤,,8.0,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']",James Newton Howard,Animation Family Fantasy Action Adventure,
145,631843,233.883,올드,,6.6,"['Thriller', 'Mystery', 'Horror']",Douglas Aibel,Thriller Mystery Horror,
146,370172,282.976,007 노 타임 투 다이,,7.5,"['Adventure', 'Action', 'Thriller']",Hans Zimmer,Adventure Action Thriller,
147,615904,238.562,메리 미,,6.9,"['Romance', 'Comedy', 'Music']",John Debney,Romance Comedy Music,
148,876716,307.544,안녕 알베르토,,7.5,"['Animation', 'Comedy', 'Family', 'Fantasy']",Pete Docter,Animation Comedy Family Fantasy,
149,739993,252.992,메탈 로드,,6.8,"['Comedy', 'Drama', 'Music']",David Benioff,Comedy Drama Music,
150,763788,311.22,데인저러스,,6.3,"['Action', 'Thriller']",David Hackl,Action Thriller,
151,135397,238.298,쥬라기 월드,,6.7,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Steven Spielberg,Action Adventure Science Fiction Thriller,
152,529203,211.207,크루즈 패밀리: 뉴 에이지,,7.6,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']",Mark Mothersbaugh,Animation Family Adventure Fantasy Comedy,
153,293660,228.655,데드풀,,7.6,"['Action', 'Adventure', 'Comedy']",Ronna Kress,Action Adventure Comedy,
154,639721,224.956,아담스 패밀리 2,,7.1,"['Animation', 'Adventure', 'Comedy', 'Family']",Mychael Danna,Animation Adventure Comedy Family,
155,76600,228.883,아바타: 물의 길,,0.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Stephen E. Rivkin,Action Adventure Fantasy Science Fiction,
156,545611,244.275,에브리씽 에브리웨어 올 앳 원스,,8.6,"['Action', 'Adventure', 'Science Fiction', 'Comedy']",Sarah Halley Finn,Action Adventure Science Fiction Comedy,
157,918832,294.391,Curious George: Cape Ahoy,,2.4,"['Animation', 'Adventure', 'Comedy']",Chuck Tately,Animation Adventure Comedy,
158,505026,216.356,나일 강의 죽음,,6.5,"['Crime', 'Drama', 'Mystery', 'Thriller']",Ridley Scott,Crime Drama Mystery Thriller,
159,726684,209.242,"미라큘러스 월드: 상하이, 레이디 드레곤의 전설",,7.9,"['Animation', 'Comedy', 'Family', 'Adventure']",Frédéric Lenoir,Animation Comedy Family Adventure,
160,671,269.871,해리 포터와 마법사의 돌,,7.9,"['Adventure', 'Fantasy']",John Williams,Adventure Fantasy,
161,755812,221.293,"미라큘러스 월드 : 뉴욕, 하나 된 영웅들",,8.3,"['Animation', 'Family', 'Comedy', 'Adventure', 'TV Movie']",Sébastien Thibaudeau,Animation Family Comedy Adventure TV Movie,
162,871799,287.613,퍼수트,,5.6,"['Action', 'Crime', 'Thriller']",Andrew Stevens,Action Crime Thriller,
163,682344,274.397,우박 맞은 날,,6.2,"['Comedy', 'Drama']",Marcos Carnevale,Comedy Drama,
164,800407,222.73,댄싱 온 글래스,,5.9,['Drama'],Jorge Naranjo,Drama,
165,895001,282.55,더 홀 트루스,,6.3,['Horror'],Wisit Sasanatieng,Horror,
166,751237,215.961,UMMA: 엄마,,5.9,"['Horror', 'Mystery']",Kevin Greutert,Horror Mystery,
167,926980,278.54,더 프리빌리지,,5.0,['Horror'],Philipp F. Kölmel,Horror,
168,754934,387.81,선,,6.1,"['Horror', 'Thriller']",Sig De Miguel,Horror Thriller,
169,839436,276.574,던전 드래곤,,6.3,"['Horror', 'Fantasy', 'Mystery']",Scott Jeffrey,Horror Fantasy Mystery,
170,482373,204.573,맨 인 더 다크 2,,7.4,"['Thriller', 'Horror']",Sam Raimi,Thriller Horror,
171,592350,348.47,나의 히어로 아카데미아 더 무비: 히어로즈 라이징,,8.3,"['Animation', 'Action', 'Fantasy', 'Adventure']",Masafumi Mima,Animation Action Fantasy Adventure,
172,671318,197.653,¿Y cómo es él?,,5.8,['Comedy'],Ben Odell,Comedy,
173,770254,253.139,우리 함께 아웃백으로!,,7.7,"['Animation', 'Family', 'Adventure', 'Comedy']",Jeanne McCarthy,Animation Family Adventure Comedy,
174,765119,241.331,더 버블,,4.8,['Comedy'],Michael Andrews,Comedy,
175,520763,193.145,콰이어트 플레이스 2,,7.6,"['Science Fiction', 'Thriller', 'Horror']",Nancy Haigh,Science Fiction Thriller Horror,
176,588228,235.728,내일의 전쟁,,8.0,"['Action', 'Science Fiction', 'Adventure']",David S. Goyer,Action Science Fiction Adventure,
177,756403,379.064,리버댄스: 애니메이션 어드벤처,,5.7,"['Animation', 'Fantasy', 'Music', 'Adventure', 'Comedy', 'Family']",Bill Whelan,Animation Fantasy Music Adventure Comedy Family,
178,14836,206.97,코렐라인: 비밀의 문,,7.8,"['Animation', 'Family', 'Fantasy']",Ronald Sanders,Animation Family Fantasy,
179,1930,223.28,어메이징 스파이더맨,,6.7,"['Action', 'Adventure', 'Fantasy']",Francine Maisler,Action Adventure Fantasy,
180,581726,198.592,인피니트,,6.7,"['Science Fiction', 'Action', 'Thriller']",Priscilla John,Science Fiction Action Thriller,
181,317442,211.879,나루토 질풍전 극장판 7기 - 더 라스트 - 나루토 더 무비,,7.8,"['Action', 'Romance', 'Animation']",Hirotsugu Kawasaki,Action Romance Animation,
182,13811,185.896,노잉,,6.1,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",Steve Tisch,Action Mystery Science Fiction Thriller,
183,354912,210.974,코코,,8.2,"['Family', 'Animation', 'Fantasy', 'Music', 'Comedy', 'Adventure']",Lee Unkrich,Family Animation Fantasy Music Comedy Adventure,
184,214756,239.818,19곰 테드2,,6.3,['Comedy'],Sheila Jaffe,Comedy,
185,859041,258.235,疯狂的拳头,,7.0,['Action'],Qing Guo,Action,
186,672582,192.071,딥 하우스,,6.4,['Horror'],Louis Leterrier,Horror,
187,637649,207.063,캐시트럭,,7.7,"['Action', 'Crime', 'Thriller']",Guy Ritchie,Action Crime Thriller,
188,568620,239.412,스네이크 아이즈: 지.아이.조,,6.7,"['Action', 'Adventure']",Martin Todsharow,Action Adventure,
189,774021,170.711,시그널 X: 영혼의 구역,,4.8,"['Horror', 'Thriller']",Rich Walters,Horror Thriller,
190,617653,272.846,라스트 듀얼: 최후의 결투,,7.5,"['Action', 'Drama', 'History']",Dariusz Wolski,Action Drama History,
191,20982,201.208,나루토 질풍전 극장판 1기 - 나루토의 죽음,,7.2,"['Animation', 'Action', 'Fantasy']",Hirotsugu Kawasaki,Animation Action Fantasy,
192,670429,348.75,위치 헌트,,7.1,"['Fantasy', 'Horror', 'Thriller', 'Drama']",Elizabeth Mitchell,Fantasy Horror Thriller Drama,
193,674,215.86,해리 포터와 불의 잔,,7.8,"['Adventure', 'Fantasy', 'Family']",Roger Pratt,Adventure Fantasy Family,
194,610253,203.664,할로윈 킬즈,,6.7,"['Horror', 'Thriller']",Terri Taylor,Horror Thriller,
195,270303,186.313,팔로우,,6.6,"['Horror', 'Mystery']",Robert Kurtzman,Horror Mystery,
196,939336,247.146,The Wonderful Winter of Mickey Mouse,,6.1,"['Animation', 'Comedy']",Darrick Bachman,Animation Comedy,
197,763164,230.01,에이펙스,,5.4,"['Action', 'Thriller', 'Science Fiction']",Corey Large,Action Thriller Science Fiction,
198,767,227.156,해리 포터와 혼혈 왕자,,7.7,"['Adventure', 'Fantasy']",Bruno Delbonnel,Adventure Fantasy,
199,198663,232.898,메이즈 러너,,7.2,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",Denise Chamian,Action Mystery Science Fiction Thriller,
200,626735,197.233,도그,,7.3,"['Drama', 'Comedy']",Thomas Newman,Drama Comedy,
201,259316,279.32,신비한 동물사전,,7.4,"['Action', 'Adventure', 'Fantasy']",Anna Pinnock,Action Adventure Fantasy,
202,821427,211.104,더 노비스,,6.5,"['Drama', 'Thriller']",Alisa Krost,Drama Thriller,
203,602223,171.845,더 퍼지: 포에버,,7.2,"['Horror', 'Action', 'Thriller']",Terri Taylor,Horror Action Thriller,
204,400160,187.829,스폰지밥 무비: 핑핑이 구출 대작전,,7.6,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy']",Hans Zimmer,Family Animation Fantasy Adventure Comedy,
205,118,164.525,찰리와 초콜릿 공장,,7.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Tim Burton,Adventure Comedy Family Fantasy,
206,896221,239.355,Trolls Holiday in Harmony,,7.4,"['Animation', 'Fantasy', 'Family']",Sean Charmatz,Animation Fantasy Family,
207,848278,239.262,쥬라기 헌트,,5.0,"['Action', 'Science Fiction', 'Thriller']",Phillip B. Goldfine,Action Science Fiction Thriller,
208,324786,196.163,핵소 고지,,8.2,"['Drama', 'History', 'War']",Lawrence Bender,Drama History War,
209,458576,182.778,몬스터 헌터,,6.8,"['Action', 'Fantasy', 'Adventure']",Paul W. S. Anderson,Action Fantasy Adventure,
210,522444,162.305,블랙 워터: 아비스,,5.2,"['Horror', 'Thriller', 'Adventure', 'Mystery']",Christopher Figg,Horror Thriller Adventure Mystery,
211,351286,182.197,쥬라기 월드: 폴른 킹덤,,6.6,"['Action', 'Adventure', 'Science Fiction']",Steven Spielberg,Action Adventure Science Fiction,
212,760195,149.392,세퍼레이션,,5.8,"['Horror', 'Drama']",Brian Berdan,Horror Drama,
213,372058,188.175,너의 이름은.,,8.5,"['Romance', 'Animation', 'Drama']",Takeshi Inamura,Romance Animation Drama,
214,675,192.708,해리 포터와 불사조 기사단,,7.7,"['Adventure', 'Fantasy', 'Mystery']",Slawomir Idziak,Adventure Fantasy Mystery,
215,99861,199.248,어벤져스: 에이지 오브 울트론,,7.3,"['Action', 'Adventure', 'Science Fiction']",Danny Elfman,Action Adventure Science Fiction,
216,762433,253.361,제로스 앤 원스,,5.2,"['Thriller', 'War']",Diana Phillips,Thriller War,
217,796499,199.394,아미 오브 더 데드: 도둑들,,6.9,"['Crime', 'Comedy']",Hans Zimmer,Crime Comedy,
218,464052,237.572,원더 우먼 1984,,6.6,"['Action', 'Adventure', 'Fantasy']",Lucinda Syson,Action Adventure Fantasy,
219,793967,325.291,포비아스,,5.5,"['Horror', 'Thriller']",Camilla Belle,Horror Thriller,
220,38234,189.54,언디스퓨티드 3:  리뎀션,,7.5,"['Action', 'Thriller']",Avi Lerner,Action Thriller,
221,508442,171.887,소울,,8.2,"['Animation', 'Comedy', 'Fantasy', 'Family']",Trent Reznor,Animation Comedy Fantasy Family,
222,784500,324.313,미소녀 전사 세일러 문 이터널 - 파트 2,,8.1,"['Animation', 'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",Kazuyuki Fudeyasu,Animation Action Adventure Comedy Drama Fantasy Romance,
223,673,207.156,해리 포터와 아즈카반의 죄수,,8.0,"['Adventure', 'Fantasy']",John Williams,Adventure Fantasy,
224,818397,323.798,메모리,,7.2,"['Mystery', 'Thriller', 'Action', 'Crime']",Daniel Hubbard,Mystery Thriller Action Crime,
225,525660,174.123,진삼국무쌍,,6.4,"['Action', 'Adventure', 'Fantasy']",Roy Chow Hin-Yeung,Action Adventure Fantasy,
226,862,196.451,토이 스토리,,8.0,"['Animation', 'Adventure', 'Family', 'Comedy']",Andrew Stanton,Animation Adventure Family Comedy,
227,672,203.285,해리 포터와 비밀의 방,,7.7,"['Adventure', 'Fantasy']",John Williams,Adventure Fantasy,
228,768447,210.7,마더 앤 머더,,7.0,"['Thriller', 'Horror']",Avi Federgreen,Thriller Horror,
229,159211,167.118,잔혹 동화 : 헌팅 오브 엘레나,,5.6,"['Horror', 'Thriller']",Stefano Maria Mioni,Horror Thriller,
230,587807,188.844,톰과 제리,,7.0,"['Comedy', 'Family', 'Animation']",Lucinda Syson,Comedy Family Animation,
231,745881,160.714,랑종,,7.1,"['Horror', 'Thriller']",Na Hong-jin,Horror Thriller,
232,719088,308.954,"예스, 노 또는 반반",,7.1,"['Animation', 'Drama', 'Romance']",Masahiro Takata,Animation Drama Romance,
233,719088,308.954,"예스, 노 또는 반반",,7.1,"['Animation', 'Drama', 'Romance']",Masahiro Takata,Animation Drama Romance,
234,949218,222.965,S.O.S. Mamis: La película,,5.7,['Comedy'],Miguel Asensio Llamas,Comedy,
235,573164,152.61,Un rescate de huevitos,,8.0,"['Animation', 'Comedy']",Rodolfo Riva Palacio Alatriste,Animation Comedy,
236,813258,171.929,Monster Pets: A Hotel Transylvania Short,,7.5,"['Animation', 'Comedy', 'Fantasy']",Mark Mothersbaugh,Animation Comedy Fantasy,
237,347201,197.349,보루토 - 나루토 더 무비,,7.6,"['Animation', 'Action', 'Comedy']",Masuo Ueda,Animation Action Comedy,
238,383498,176.803,데드풀 2,,7.5,"['Action', 'Comedy', 'Adventure']",James Mangold,Action Comedy Adventure,
239,338952,232.771,신비한 동물들과 그린델왈드의 범죄,,6.9,"['Action', 'Adventure', 'Fantasy']",Anna Pinnock,Action Adventure Fantasy,
240,453354,168.863,아바,,6.0,['Drama'],Jean-Louis Livi,Drama,
241,783558,187.762,Envole-moi,,6.9,"['Comedy', 'Drama']",Yves Deschamps,Comedy Drama,
242,10138,193.512,아이언맨 2,,6.8,"['Adventure', 'Action', 'Science Fiction']",Justin Theroux,Adventure Action Science Fiction,
243,885110,216.422,아미나: 전사의 이름,,6.5,"['War', 'History', 'Drama']",Jennifer Meyers,War History Drama,
244,944664,215.708,위드아웃 세잉 굿바이,,6.8,"['Comedy', 'Romance']",Bruno Ascenzo,Comedy Romance,
245,24021,173.793,이클립스,,6.2,"['Adventure', 'Fantasy', 'Drama', 'Romance']",Howard Shore,Adventure Fantasy Drama Romance,
246,611651,232.13,세이터,,5.4,['Horror'],Jordan Graham,Horror,
247,831223,297.961,Gone Mom: The Disappearance of Jennifer Dulos,,7.7,"['TV Movie', 'Thriller', 'Crime']",Gail Harvey,TV Movie Thriller Crime,
248,747440,179.874,Bis wir tot sind oder frei,,6.0,"['Drama', 'Crime']",Oliver Rihs,Drama Crime,
249,929472,211.065,이랙스,,5.0,"['Mystery', 'Family']",Henry G.M. Jones,Mystery Family,
250,532710,159.27,파이어스타터,,6.3,"['Thriller', 'Fantasy', 'Horror']",Stephen King,Thriller Fantasy Horror,
251,828853,264.679,잭애스 4.5,,6.8,"['Comedy', 'Documentary', 'Action']",Spike Jonze,Comedy Documentary Action,
252,823610,254.983,씰 팀,,7.1,"['Animation', 'Family', 'Comedy']",Ned Lott,Animation Family Comedy,
253,474350,178.539,그것: 두 번째 이야기,,6.9,"['Horror', 'Fantasy']",Stephanie Gorin,Horror Fantasy,
254,573531,172.011,헤일로 레전드,,7.4,"['Animation', 'War', 'Drama']",Mamoru Oshii,Animation War Drama,
255,12445,184.305,해리 포터와 죽음의 성물 2,,8.1,"['Fantasy', 'Adventure']",Alexandre Desplat,Fantasy Adventure,
256,943158,204.71,Un Rabón Con Corazón,,6.6,['Comedy'],Juan Carlos Vásquez,Comedy,
257,106646,167.273,더 울프 오브 월 스트리트,,8.0,"['Crime', 'Drama', 'Comedy']",Rodrigo Prieto,Crime Drama Comedy,
258,138843,152.93,컨저링,,7.5,"['Horror', 'Thriller']",James Wan,Horror Thriller,
259,315635,180.49,스파이더맨: 홈커밍,,7.4,"['Action', 'Adventure', 'Science Fiction', 'Drama']",Louise Frogley,Action Adventure Science Fiction Drama,
260,613504,182.112,애프터: 그 후,,7.3,"['Romance', 'Drama']",Roger Kumble,Romance Drama,
261,12444,175.104,해리 포터와 죽음의 성물 1,,7.8,"['Adventure', 'Fantasy']",Alexandre Desplat,Adventure Fantasy,
262,785521,179.797,배틀: 프리스타일,,5.1,"['Romance', 'Drama']",Synnøve Hørsdal,Romance Drama,
263,776797,152.178,더 새드니스,,6.6,"['Horror', 'Action', 'Thriller']",Robert Jabbaz,Horror Action Thriller,
264,532067,246.994,이 멋진 세계에 축복을! 붉은 전설,,8.3,"['Animation', 'Adventure', 'Comedy', 'Fantasy']",Tooru Yoshida,Animation Adventure Comedy Fantasy,
265,126963,166.918,드래곤볼Z: 신들의 전쟁,,6.8,"['Animation', 'Action', 'Science Fiction']",Akira Toriyama,Animation Action Science Fiction,
266,846214,198.622,심슨 가족: 좋은 놈 바트 놈 로키 놈,,7.5,"['Animation', 'Comedy', 'Family']",David Silverman,Animation Comedy Family,
267,514847,126.734,헌트,,6.7,"['Action', 'Thriller', 'Horror']",Terri Taylor,Action Thriller Horror,
268,826953,200.157,꿈은 브로드웨이로 간다,,6.7,"['Music', 'Family', 'Comedy']",Jane Musky,Music Family Comedy,
269,539885,160.495,에이바,,5.7,"['Action', 'Crime', 'Drama', 'Thriller']",Zach Staenberg,Action Crime Drama Thriller,
270,177572,165.001,빅 히어로,,7.7,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",John Lasseter,Adventure Family Animation Action Comedy,
271,585,163.775,몬스터 주식회사,,7.8,"['Animation', 'Comedy', 'Family']",Andrew Stanton,Animation Comedy Family,
272,571891,230.39,극장판 포켓몬스터: 뮤츠의 역습 EVOLUTION,,6.7,"['Animation', 'Adventure', 'Fantasy', 'Action', 'Family']",Motonori Sakakibara,Animation Adventure Fantasy Action Family,
273,861057,195.525,Swim,,7.0,"['Horror', 'Action']",David Michael Latt,Horror Action,
274,831827,202.85,나무 저 너머엔,,8.1,"['Animation', 'Family']",Jennifer Lee,Animation Family,
275,744276,162.638,After Ever Happy,,0.0,['Romance'],Jennifer Gibgot,Romance,
276,928769,195.138,AI가 당신을 사랑해요,,5.5,"['Comedy', 'Romance', 'Science Fiction']",Philip Gelatt,Comedy Romance Science Fiction,
277,8587,171.39,라이온 킹,,8.3,"['Family', 'Animation', 'Drama']",Mark A. Mangini,Family Animation Drama,
278,531219,146.916,로알드 달의 마녀를 잡아라,,6.5,"['Family', 'Fantasy', 'Adventure', 'Comedy', 'Horror']",Alan Silvestri,Family Fantasy Adventure Comedy Horror,
279,615457,145.856,노바디,,8.2,"['Action', 'Crime', 'Thriller']",Tobey Maguire,Action Crime Thriller,
280,8645,136.071,해프닝,,5.3,"['Thriller', 'Science Fiction']",Sam Mercer,Thriller Science Fiction,
281,14830,205.314,닥터 스트레인지,,6.9,"['Action', 'Animation', 'Fantasy', 'Science Fiction']",Stan Lee,Action Animation Fantasy Science Fiction,
282,271110,163.052,캡틴 아메리카: 시빌 워,,7.4,"['Adventure', 'Action', 'Science Fiction']",Sala Baker,Adventure Action Science Fiction,
283,271110,163.052,캡틴 아메리카: 시빌 워,,7.4,"['Adventure', 'Action', 'Science Fiction']",Sala Baker,Adventure Action Science Fiction,
284,953300,192.748,마릴린 먼로 미스터리: 비공개 테이프,,6.3,['Documentary'],Chris Smith,Documentary,
285,537915,170.46,애프터,,7.2,"['Romance', 'Drama']",Mary Vernieu,Romance Drama,
286,57214,147.704,프로젝트 X,,6.8,['Comedy'],Joel Silver,Comedy,
287,284053,161.359,토르: 라그나로크,,7.6,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",Zoë Bell,Action Adventure Fantasy Science Fiction,
288,808,162.138,슈렉,,7.7,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']",Ted Elliott,Animation Comedy Fantasy Adventure Family,
289,728526,244.19,엔카운터,,6.5,"['Adventure', 'Drama']",Avy Kaufman,Adventure Drama,
290,429617,150.97,스파이더맨: 파 프롬 홈,,7.5,"['Action', 'Adventure', 'Science Fiction']",Sarah Halley Finn,Action Adventure Science Fiction,
291,637693,133.026,스피릿,,7.5,"['Animation', 'Adventure', 'Family', 'Western']",John Fusco,Animation Adventure Family Western,
292,447404,146.36,명탐정 피카츄,,7.0,"['Action', 'Adventure', 'Fantasy']",Jina Jay,Action Adventure Fantasy,
293,862491,186.454,캣우먼: 헌티드,,6.0,"['Animation', 'Action', 'Crime']",Michael Uslan,Animation Action Crime,
294,554581,126.577,Loca por el trabajo,,7.8,['Comedy'],Óscar Figueroa,Comedy,
295,591120,172.542,해적: 도깨비 깃발,,6.7,"['Action', 'Adventure', 'Comedy', 'History']",Kwon Yoo-jin,Action Adventure Comedy History,
296,571265,259.406,디지몬 어드벤처 라스트 에볼루션 : 인연,,8.0,"['Animation', 'Action', 'Thriller', 'Adventure', 'Fantasy']",Eiji Iwase,Animation Action Thriller Adventure Fantasy,
297,767825,179.225,문샷,,7.2,"['Comedy', 'Romance', 'Science Fiction']",Kristy Carlson,Comedy Romance Science Fiction,
